,Time,temp_z-score_dec16,salinity_z-score_dec16,odo_z-score_dec16
0,42:46.6,2.9921039409236396,0.23683020120341192,1.7302443459857457
1,42:47.6,2.9921039409236396,0.2390929854393009,1.6157450089172456
2,42:48.6,2.9921039409236396,0.23683020120341192,1.5012456718487457
3,42:49.7,2.9921039409236396,0.23230463273163307,1.2886040458643893
4,42:50.7,2.9921039409236396,0.23230463273163307,1.2886040458643893
5,42:51.7,2.9921039409236396,0.23230463273163307,1.1741047087958891
6,42:52.7,2.9921039409236396,0.21307096672657239,0.9941771791168192
7,42:53.7,2.9921039409236396,0.21307096672657239,0.9941771791168192
8,42:54.7,2.9921039409236396,0.22664767214190892,0.8796778420483191
9,42:55.7,2.9921039409236396,0.23117324061368774,0.6997503123692477
10,42:56.7,2.9921039409236396,0.23117324061368774,0.6997503123692477
11,42:57.7,2.9921039409236396,0.23117324061368774,0.617965071606034
12,42:58.7,2.9921039409236396,0.23230463273163307,0.5034657345375353
13,42:59.7,2.9921039409236396,0.2492755145008039,0.3398952530111064
14,43:00.7,2.9921039409236396,0.2492755145008039,0.3398952530111064
15,43:01.7,2.9921039409236396,0.2515382987366929,0.24175296409525018
16,43:02.7,2.9921039409236396,0.19723147707534605,0.11089657887410762
17,43:03.7,2.9921039409236396,0.19723147707534605,0.11089657887410762
18,43:04.7,1.324447442395104,0.20288843766506942,0.045468386263536324
19,43:05.8,1.324447442395104,0.26737778838791926,-0.11810209526289261
20,43:06.8,1.324447442395104,0.26737778838791926,-0.11810209526289261
21,43:07.7,1.324447442395104,0.24701273026491408,-0.16717323972082
22,43:08.8,1.324447442395104,0.2481441223828586,-0.19988733602610637
23,43:09.8,1.324447442395104,0.22891045637779875,-0.24895848048403374
24,43:10.8,1.324447442395104,0.24588133814696958,-0.2816725767893201
25,43:11.8,2.9921039409236396,0.2481441223828586,-0.314386673094605
26,43:12.8,2.9921039409236396,0.24588133814696958,-0.3798148657051763
27,43:13.8,2.9921039409236396,0.24588133814696958,-0.3798148657051763
28,43:14.8,2.9921039409236396,0.2492755145008039,-0.4288860101631051
29,43:15.8,2.9921039409236396,0.2492755145008039,-0.44524305831574756
30,43:16.8,2.9921039409236396,0.2492755145008039,-0.44524305831574756
31,43:17.8,2.9921039409236396,0.2504069066187484,-0.47795715462103394
32,43:18.8,2.9921039409236396,0.2515382987366929,-0.4943142027736764
33,43:19.8,2.9921039409236396,0.2515382987366929,-0.4943142027736764
34,43:20.8,2.9921039409236396,0.2515382987366929,-0.5106712509263188
35,43:21.9,2.9921039409236396,0.24474994602902508,-0.5270282990789628
36,43:22.9,2.9921039409236396,0.24474994602902508,-0.5270282990789628
37,43:23.9,2.9921039409236396,0.24361855391107975,-0.5597423953842476
38,43:24.9,2.9921039409236396,0.24361855391107975,-0.5597423953842476
39,43:25.9,2.9921039409236396,0.2515382987366929,-0.5597423953842476
40,43:26.9,2.9921039409236396,0.24701273026491408,-0.5760994435368901
41,43:27.9,1.324447442395104,0.24701273026491408,-0.5924564916895341
42,43:28.9,2.9921039409236396,0.24701273026491408,-0.625170587994819
43,43:29.9,2.9921039409236396,0.24701273026491408,-0.625170587994819
44,43:30.9,1.324447442395104,0.2492755145008039,-0.625170587994819
45,43:31.9,1.324447442395104,0.2504069066187484,-0.6415276361474614
46,43:32.9,1.324447442395104,0.2504069066187484,-0.6415276361474614
47,43:33.9,1.324447442395104,0.2481441223828586,-0.6578846843001046
48,43:34.9,1.324447442395104,0.25493247509052724,-0.6905987806053903
49,43:35.9,1.324447442395104,0.25493247509052724,-0.6905987806053903
50,43:36.9,1.324447442395104,0.25380108297258275,-0.6905987806053903
51,43:37.9,1.324447442395104,0.25380108297258275,-0.7069558287580328
52,43:38.9,1.324447442395104,0.25380108297258275,-0.7069558287580328
53,43:39.9,1.324447442395104,0.25719525932641707,-0.7069558287580328
54,43:41.0,1.324447442395104,0.25493247509052724,-0.7069558287580328
55,43:42.0,1.324447442395104,0.25493247509052724,-0.7069558287580328
56,43:42.9,1.324447442395104,0.2515382987366929,-0.7069558287580328
57,43:44.0,1.324447442395104,0.2515382987366929,-0.7069558287580328
58,43:45.0,1.324447442395104,0.2492755145008039,-0.7069558287580328
59,43:46.0,1.324447442395104,0.2515382987366929,-0.7069558287580328
60,43:47.0,1.324447442395104,0.2515382987366929,-0.7069558287580328
61,43:48.0,1.324447442395104,0.2492755145008039,-0.6905987806053903
62,43:48.9,1.324447442395104,0.2492755145008039,-0.7069558287580328
63,43:50.0,1.324447442395104,0.2492755145008039,-0.7069558287580328
64,43:50.9,1.324447442395104,0.2492755145008039,-0.7233128769106759
65,43:52.0,1.324447442395104,0.2504069066187484,-0.7233128769106759
66,43:53.0,1.324447442395104,0.2492755145008039,-0.7396699250633184
67,43:54.0,1.324447442395104,0.2492755145008039,-0.7233128769106759
68,43:54.9,1.324447442395104,0.2492755145008039,-0.7233128769106759
69,43:55.9,1.324447442395104,0.2492755145008039,-0.7069558287580328
70,43:57.0,1.324447442395104,0.24588133814696958,-0.7233128769106759
71,43:57.9,1.324447442395104,0.24588133814696958,-0.7233128769106759
72,43:59.0,1.324447442395104,0.24701273026491408,-0.7396699250633184
73,44:00.0,1.324447442395104,0.24588133814696958,-0.7233128769106759
74,44:01.0,1.324447442395104,0.2481441223828586,-0.7233128769106759
75,44:01.9,1.324447442395104,0.2481441223828586,-0.7233128769106759
76,44:03.0,1.324447442395104,0.2492755145008039,-0.7396699250633184
77,44:04.0,1.324447442395104,0.25266969085463825,-0.7233128769106759
78,44:05.0,1.324447442395104,0.25266969085463825,-0.7233128769106759
79,44:06.0,1.324447442395104,0.2515382987366929,-0.7233128769106759
80,44:07.0,1.324447442395104,0.25266969085463825,-0.7233128769106759
81,44:07.9,1.324447442395104,0.25266969085463825,-0.7233128769106759
82,44:09.0,1.324447442395104,0.25380108297258275,-0.7233128769106759
83,44:09.9,1.324447442395104,0.25606386720847174,-0.7069558287580328
84,44:11.0,1.324447442395104,0.25380108297258275,-0.6905987806053903
85,44:12.0,1.324447442395104,0.25493247509052724,-0.6742417324527471
86,44:13.0,1.324447442395104,0.25493247509052724,-0.6742417324527471
87,44:14.0,1.324447442395104,0.25493247509052724,-0.6742417324527471
88,44:15.0,1.324447442395104,0.25606386720847174,-0.6415276361474614
89,44:16.0,1.324447442395104,0.25606386720847174,-0.6415276361474614
90,44:17.0,1.324447442395104,0.25493247509052724,-0.625170587994819
91,44:18.0,1.324447442395104,0.25719525932641707,-0.6088135398421766
92,44:19.0,1.324447442395104,0.25719525932641707,-0.6088135398421766
93,44:20.0,1.324447442395104,0.25606386720847174,-0.5924564916895341
94,44:21.0,1.324447442395104,0.25266969085463825,-0.5760994435368901
95,44:22.0,1.324447442395104,0.25493247509052724,-0.5597423953842476
96,44:23.0,1.324447442395104,0.25493247509052724,-0.5597423953842476
97,44:24.0,1.324447442395104,0.2515382987366929,-0.5433853472316053
98,44:25.0,1.324447442395104,0.25493247509052724,-0.5270282990789628
99,44:26.0,1.324447442395104,0.25493247509052724,-0.5270282990789628
100,44:27.0,1.324447442395104,0.25493247509052724,-0.5106712509263188
101,44:28.0,1.324447442395104,0.25832665144436157,-0.4943142027736764
102,44:29.0,1.324447442395104,0.25832665144436157,-0.4943142027736764
103,44:30.0,1.324447442395104,0.25606386720847174,-0.47795715462103394
104,44:31.0,1.324447442395104,0.25493247509052724,-0.4616001064683915
105,44:32.0,1.324447442395104,0.25493247509052724,-0.4616001064683915
106,44:33.0,1.324447442395104,0.25606386720847174,-0.44524305831574756
107,44:34.0,1.324447442395104,0.25719525932641707,-0.44524305831574756
108,44:35.0,1.324447442395104,0.25832665144436157,-0.4288860101631051
109,44:36.1,1.324447442395104,0.25606386720847174,-0.4125289620104627
110,44:37.1,1.324447442395104,0.25606386720847174,-0.4125289620104627
111,44:38.1,1.324447442395104,0.25606386720847174,-0.4125289620104627
112,44:39.1,1.324447442395104,0.25493247509052724,-0.4125289620104627
113,44:40.1,1.324447442395104,0.2515382987366929,-0.3798148657051763
114,44:41.1,1.324447442395104,0.2515382987366929,-0.3798148657051763
115,44:42.1,1.324447442395104,0.25493247509052724,-0.3798148657051763
116,44:43.1,-0.34317737078029,0.25493247509052724,-0.3798148657051763
117,44:44.1,-0.34317737078029,0.25493247509052724,-0.3798148657051763
118,44:45.1,-0.34317737078029,0.25380108297258275,-0.3798148657051763
119,44:46.1,-0.34317737078029,0.2504069066187484,-0.3634578175525338
120,44:47.1,-0.34317737078029,0.2504069066187484,-0.3634578175525338
121,44:48.1,-0.34317737078029,0.2504069066187484,-0.3634578175525338
122,44:49.1,-0.34317737078029,0.25266969085463825,-0.3634578175525338
123,44:50.1,-0.34317737078029,0.25266969085463825,-0.3634578175525338
124,44:51.1,-0.34317737078029,0.2515382987366929,-0.3471007693998914
125,44:52.1,-0.34317737078029,0.25380108297258275,-0.33074372124724893
126,44:53.2,-0.34317737078029,0.25380108297258275,-0.33074372124724893
127,44:54.2,-0.34317737078029,0.25380108297258275,-0.33074372124724893
128,44:55.2,-0.34317737078029,0.25266969085463825,-0.314386673094605
129,44:56.2,-0.34317737078029,0.25266969085463825,-0.314386673094605
130,44:57.2,-0.34317737078029,0.25266969085463825,-0.29802962494196256
131,44:58.2,-0.34317737078029,0.24361855391107975,-0.24895848048403374
132,44:59.2,-0.34317737078029,0.24361855391107975,-0.24895848048403374
133,45:00.2,-0.34317737078029,0.24135576967519073,-0.23260143233139127
134,45:01.3,-0.34317737078029,0.24022437755724624,-0.19988733602610637
135,45:02.3,-0.34317737078029,0.24022437755724624,-0.19988733602610637
136,45:03.3,-0.34317737078029,0.24361855391107975,-0.16717323972082
137,45:04.3,-0.34317737078029,0.2515382987366929,-0.11810209526289261
138,45:05.3,-0.34317737078029,0.2515382987366929,-0.11810209526289261
139,45:06.3,-0.34317737078029,0.26172082779819594,-0.1017450471102487
140,45:07.3,-0.34317737078029,0.26624639626997476,-0.05267390265232133
141,45:08.3,-0.34317737078029,0.2696405726238091,0.012754289958249957
142,45:09.3,-0.34317737078029,0.2696405726238091,0.012754289958249957
143,45:10.3,-0.34317737078029,0.27529753321353245,0.045468386263536324
144,45:11.3,-0.34317737078029,0.2730347489776434,0.09453953072146515
145,45:12.3,-0.34317737078029,0.2933998071006486,0.1763247714846789
146,45:13.3,-0.34317737078029,0.2933998071006486,0.1763247714846789
147,45:14.3,-0.34317737078029,0.2911370228647588,0.22539591594260627
148,45:15.3,-0.34317737078029,0.2843486701570901,0.3235382048584639
149,45:16.3,-0.34317737078029,0.2843486701570901,0.3235382048584639
150,45:17.3,-0.34317737078029,0.2832172780391456,0.3889663974690352
151,45:18.3,-0.34317737078029,0.2730347489776434,0.5034657345375353
152,45:19.3,-0.34317737078029,0.2730347489776434,0.5034657345375353
153,45:20.3,-0.34317737078029,0.2832172780391456,0.5852509753007491
154,45:21.3,-0.34317737078029,0.29000563074681424,0.6506791679113203
155,45:22.3,-0.34317737078029,0.3001881598083164,0.7815355531324629
156,45:23.3,-0.34317737078029,0.29792537557242743,0.8469637457430342
157,45:24.4,-0.34317737078029,0.2956625913365376,0.8960348902009616
158,45:25.4,-0.34317737078029,0.2956625913365376,0.9614630828115328
159,45:26.4,-0.34317737078029,0.29679398345448293,1.0105342272694617
160,45:27.4,-0.34317737078029,0.2956625913365376,1.075962419880033
161,45:28.4,-0.34317737078029,0.2945311992185931,1.1250335643379619
162,45:29.4,-0.34317737078029,0.2945311992185931,1.1741047087958891
163,45:30.4,-0.34317737078029,0.2945311992185931,1.223175853253818
164,45:31.4,-0.34317737078029,0.2933998071006486,1.2886040458643893
165,45:32.4,-0.34317737078029,0.2945311992185931,1.3213181421696756
166,45:33.4,-0.34317737078029,0.2956625913365376,1.370389286627603
167,45:34.4,-0.34317737078029,0.2956625913365376,1.4031033829328894
168,45:35.4,-2.0108338693088257,0.2956625913365376,1.4521745273908166
169,45:36.4,-2.0108338693088257,0.2956625913365376,1.4685315755434607
170,45:37.5,-2.0108338693088257,0.2945311992185931,1.517602720001388
171,45:38.5,-2.0108338693088257,0.2911370228647588,1.5503168163066745
172,45:39.4,-2.0108338693088257,0.2854800622750354,1.5993879607646033
173,45:40.5,-0.34317737078029,0.2832172780391456,1.632102057069888
174,45:41.5,-0.34317737078029,0.2786917095673668,1.6484591052225306
175,45:42.5,-0.34317737078029,0.2775603174494223,1.681173201527817
176,45:43.5,-0.34317737078029,0.27642892533147695,1.681173201527817
177,45:44.5,-0.34317737078029,0.27529753321353245,1.713887297833102
178,45:45.4,-0.34317737078029,0.2741661410955879,1.7302443459857457
179,45:46.5,-0.34317737078029,0.2741661410955879,1.7629584422910307
180,45:47.4,-0.34317737078029,0.27190335685969813,1.795672538596317
181,45:48.5,-0.34317737078029,0.2730347489776434,1.795672538596317
182,45:49.5,-0.34317737078029,0.27190335685969813,1.795672538596317
183,45:50.5,-0.34317737078029,0.27190335685969813,1.8120295867489595
184,45:51.5,-0.34317737078029,0.27190335685969813,1.828386634901602
185,45:52.5,-0.34317737078029,0.2707719647417536,1.828386634901602
186,45:53.5,-0.34317737078029,0.27190335685969813,1.8447436830542445
187,45:54.6,-0.34317737078029,0.2707719647417536,1.828386634901602
188,45:55.6,-0.34317737078029,0.2707719647417536,1.828386634901602
189,45:56.6,-0.34317737078029,0.2696405726238091,1.8447436830542445
190,45:57.6,-0.34317737078029,0.2707719647417536,1.828386634901602
191,45:58.6,-0.34317737078029,0.2707719647417536,1.828386634901602
192,45:59.6,-0.34317737078029,0.2707719647417536,1.828386634901602
193,46:00.6,-0.34317737078029,0.2696405726238091,1.8120295867489595
194,46:01.6,-0.34317737078029,0.27190335685969813,1.8120295867489595
195,46:02.6,-0.34317737078029,0.2696405726238091,1.828386634901602
196,46:03.6,-0.34317737078029,0.2696405726238091,1.828386634901602
197,46:04.6,-0.34317737078029,0.2696405726238091,1.828386634901602
198,46:05.6,-0.34317737078029,0.2696405726238091,1.828386634901602
199,46:06.6,-0.34317737078029,0.2696405726238091,1.8447436830542445
200,46:07.6,-0.34317737078029,0.2685091805058646,1.8774577793595308
201,46:08.6,-0.34317737078029,0.2685091805058646,1.861100731206887
202,46:09.6,-0.34317737078029,0.2685091805058646,1.861100731206887
203,46:10.6,-0.34317737078029,0.26624639626997476,1.8938148275121733
204,46:11.6,-0.34317737078029,0.26624639626997476,1.8938148275121733
205,46:12.6,-0.34317737078029,0.26511500415203026,1.8938148275121733
206,46:13.7,-0.34317737078029,0.26398361203408494,1.9101718756648158
207,46:14.7,-0.34317737078029,0.26398361203408494,1.9101718756648158
208,46:15.7,-0.34317737078029,0.26285221991614044,1.8938148275121733
209,46:16.7,-0.34317737078029,0.26172082779819594,1.8938148275121733
210,46:17.7,-0.34317737078029,0.26172082779819594,1.8938148275121733
211,46:18.7,-0.34317737078029,0.26172082779819594,1.8774577793595308
212,46:19.7,-0.34317737078029,0.26398361203408494,1.8774577793595308
213,46:20.7,-0.34317737078029,0.26398361203408494,1.8774577793595308
214,46:21.7,-0.34317737078029,0.26172082779819594,1.8774577793595308
215,46:22.7,-0.34317737078029,0.2605894356802514,1.8774577793595308
216,46:23.7,-0.34317737078029,0.2605894356802514,1.8938148275121733
217,46:24.7,-0.34317737078029,0.2605894356802514,1.8938148275121733
218,46:25.7,-0.34317737078029,0.2594580435623061,1.8938148275121733
219,46:26.7,-0.34317737078029,0.25719525932641707,1.8938148275121733
220,46:27.8,-0.34317737078029,0.25719525932641707,1.8938148275121733
221,46:28.7,-0.34317737078029,0.25719525932641707,1.8938148275121733
222,46:29.7,-0.34317737078029,0.25493247509052724,1.8938148275121733
223,46:30.8,-0.34317737078029,0.25606386720847174,1.8774577793595308
224,46:31.8,-0.34317737078029,0.25606386720847174,1.8774577793595308
225,46:32.8,-0.34317737078029,0.25380108297258275,1.8774577793595308
226,46:33.8,-0.34317737078029,0.25380108297258275,1.8774577793595308
227,46:34.8,1.324447442395104,0.25266969085463825,1.861100731206887
228,46:35.8,-0.34317737078029,0.2515382987366929,1.8447436830542445
229,46:36.8,-0.34317737078029,0.2515382987366929,1.8447436830542445
230,46:37.8,-0.34317737078029,0.2492755145008039,1.828386634901602
231,46:38.8,-0.34317737078029,0.2481441223828586,1.8120295867489595
232,46:39.8,-0.34317737078029,0.2481441223828586,1.8120295867489595
233,46:40.8,-0.34317737078029,0.24701273026491408,1.8120295867489595
234,46:41.8,-0.34317737078029,0.2356988090854666,1.8120295867489595
235,46:42.8,-0.34317737078029,0.2356988090854666,1.8120295867489595
236,46:43.8,-0.34317737078029,0.2356988090854666,1.795672538596317
237,46:44.8,-0.34317737078029,0.2345674169675221,1.7793154904436732
238,46:45.8,-0.34317737078029,0.23230463273163307,1.7302443459857457
239,46:46.8,-0.34317737078029,0.2356988090854666,1.6975302496804594
240,46:47.8,-0.34317737078029,0.2356988090854666,1.6975302496804594
241,46:48.9,-0.34317737078029,0.2356988090854666,1.6648161533751744
242,46:49.9,-0.34317737078029,0.23343602484957757,1.5993879607646033
243,46:50.9,-0.34317737078029,0.23117324061368774,1.5666738644593168
244,46:51.9,-0.34317737078029,0.23117324061368774,1.517602720001388
245,46:52.9,-0.34317737078029,0.23117324061368774,1.517602720001388
246,46:53.9,-0.34317737078029,0.23117324061368774,1.4685315755434607
247,46:54.9,-0.34317737078029,0.23117324061368774,1.386746334780247
248,46:55.9,-0.34317737078029,0.2345674169675221,1.3540322384749606
249,46:57.0,-0.34317737078029,0.2345674169675221,1.3540322384749606
250,46:57.9,-0.34317737078029,0.23004184849574325,1.3049610940170318
251,46:59.0,-0.34317737078029,0.22891045637779875,1.2722469977117468
252,47:00.0,-0.34317737078029,0.2243848879060199,1.1904617569485332
253,47:00.9,-0.34317737078029,0.2243848879060199,1.1904617569485332
254,47:02.0,-0.34317737078029,0.22212210367013008,1.1577476606432466
255,47:03.0,-0.34317737078029,0.22212210367013008,1.0596053717273906
256,47:04.0,-0.34317737078029,0.22212210367013008,1.0596053717273906
257,47:04.9,-0.34317737078029,0.22212210367013008,1.0268912754221042
258,47:06.0,-0.34317737078029,0.22325349578807457,0.9451060346588904
259,47:07.0,-0.34317737078029,0.22325349578807457,0.9451060346588904
260,47:08.0,-2.0108338693088257,0.22325349578807457,0.9123919383536054
261,47:09.0,-2.0108338693088257,0.22099071155218555,0.8306066975903903
262,47:10.0,-2.0108338693088257,0.22099071155218555,0.8306066975903903
263,47:10.9,-2.0108338693088257,0.22099071155218555,0.7978926012851054
264,47:12.0,-0.34317737078029,0.21872792731629576,0.7488214568271765
265,47:13.0,-0.34317737078029,0.21872792731629576,0.7488214568271765
266,47:14.0,-2.0108338693088257,0.21872792731629576,0.7161073605218916
267,47:15.0,-2.0108338693088257,0.21759653519835123,0.6833932642166053
268,47:16.0,-2.0108338693088257,0.22212210367013008,0.617965071606034
269,47:17.0,-2.0108338693088257,0.22212210367013008,0.617965071606034
270,47:18.0,-2.0108338693088257,0.22212210367013008,0.5852509753007491
271,47:19.0,-2.0108338693088257,0.22099071155218555,0.5198227826901778
272,47:20.1,-2.0108338693088257,0.22099071155218555,0.5198227826901778
273,47:21.0,-2.0108338693088257,0.21985931943424025,0.4871086863848914
274,47:22.1,-2.0108338693088257,0.22099071155218555,0.47075163823224897
275,47:23.1,-2.0108338693088257,0.21759653519835123,0.4216804937743201
276,47:24.1,-2.0108338693088257,0.21759653519835123,0.4216804937743201
277,47:25.0,-2.0108338693088257,0.21646514308040674,0.3889663974690352
278,47:26.1,-2.0108338693088257,0.21759653519835123,0.3726093493163927
279,47:27.1,-2.0108338693088257,0.21759653519835123,0.3726093493163927
280,47:28.1,-2.0108338693088257,0.21759653519835123,0.3726093493163927
281,47:29.1,-0.34317737078029,0.2153337509624614,0.3235382048584639
282,47:30.1,-0.34317737078029,0.2153337509624614,0.3235382048584639
283,47:31.1,-2.0108338693088257,0.21307096672657239,0.30718115670582147
284,47:32.2,-0.34317737078029,0.21646514308040674,0.2744670604005351
285,47:33.2,-0.34317737078029,0.21646514308040674,0.2744670604005351
286,47:34.2,-0.34317737078029,0.2142023588445169,0.25811001224789265
287,47:35.2,-0.34317737078029,0.2108081824906826,0.25811001224789265
288,47:36.2,-0.34317737078029,0.2108081824906826,0.25811001224789265
289,47:37.2,-0.34317737078029,0.21307096672657239,0.25811001224789265
290,47:38.2,-0.34317737078029,0.21307096672657239,0.24175296409525018
291,47:39.3,-0.34317737078029,0.21307096672657239,0.24175296409525018
292,47:40.3,-0.34317737078029,0.2142023588445169,0.24175296409525018
293,47:41.2,-0.34317737078029,0.20967679037273806,0.24175296409525018
294,47:42.2,-0.34317737078029,0.20967679037273806,0.24175296409525018
295,47:43.3,-0.34317737078029,0.20967679037273806,0.24175296409525018
296,47:44.2,-0.34317737078029,0.2108081824906826,0.24175296409525018
297,47:45.3,-0.34317737078029,0.2108081824906826,0.24175296409525018
298,47:46.3,-0.34317737078029,0.2108081824906826,0.24175296409525018
